video_title,chunk,source_url
Tecrübe Konuşuyor - Hüsnü Güreli ｜ 20.03.2020,"WEBVTT Merhaba, ben Hilmi Güvenal. Tecrübe konuşuyor da bugün konulum Hüsnü Güreli. Hoş geldin. Merhaba, hoş bulduk. Türkiye'nin dört yabancı kuruluştan sonra en büyük denetim, mali müşavirlik firmasını kurdun ve hala yönetim kurulu başkanlığını yürütüyorsun. Bunun dışında uzun süre Beşiktaş yönetim kurulunda bulundun, futbol fenerasyonunda yönetim kurullarında bulundun. İki dönemde ayrılan başkanların dönemini tamamladın. Işık Üniversitesi mütebelli gayet başkanlığı yapıyorsun. Bütün bunları bugün konuşmak istiyorum. Şu anda bir denetim firmasının başındaki kişi olarak bilhassa bu kriz çıkışında gündeminde neler var? Şu anda seni en çok meşgul eden, belki de endişelendiren konular nedir? Valla açık konuşmak gerekirse, bu kriz mi diyelim yoksa kur dalgalanması mı diyelim? Kur dalgalanmasını bilançolarda yarattığı tahribatı. Bilançolarda yarattığı tahribatı dikkate alırsak, tabii bu şirketi yönetenler açısından birçok konuda etki yapıyor. Yani satın almadan stok yönetimine, üretim yönetiminden satışa kadar her aşamada, her süreçte zorluklar yaşanıyor. Özellikle tabii belirsizlik, dünyadaki belirsizlik ve maalesef içinde bulunduğumuz, Türkiye'nin komşularıyla olan bazı şeyler var, ufak tefek diyemeyeceğimiz problemlerimiz var, komşularımızla problemlerimiz var. Tabii bunun da temelinde bu kurun yükselmesi, dalgalanması, eğer onu hec etmediyse, yani garantiye almadıysa, dövizle işe olanlar adına söylüyorum. Bilançolar maalesef geçmiş yıllardaki kadar iyi değil, hoş değil ama herkes yaşıyor, her şirketi ayakta. Olamayanlar da biliyorsun 23 aylık bir konkordato talebiyle, bir eski ihlas ertelimesinin yerine getirilen düzenlemeyle hayatlarını sürdürmeye çalışıyorlar. Ayakta duracaklar, ayakta duracağız, hayatımızı sürdüreceğiz, bunlar da geçer diyeceğiz. Başka da bir çaremiz yok. Evet, onun dışında şirketlerin evlilikleri, birleşmeleri konuları da gündeminde olurdu. Evet. Bu konularda hareketin genelde yavaşladığını duyuyorum. Nasıl değerlendirirsin? Hilmi'ciğim şöyle, 2000 sanıyorum 14-15-16 yıllarında bazı rakamlara bakmıştım. 18 milyar dolar, 20 milyar dolarlar civarında bu M&A dediğimiz şirket birleşme ve devralmaları sürüp giderken bunlar işte 10-12 milyar dolarlara kadar yani şöyle diyelim son 5-6 sene içinde %30 bir daralma var şirket evliliklerinde ve birleşmelerinde. Çapı büyük olan biliyorsunuz şirket",https://www.youtube.com/playlist?list=PLCi3Q_-uGtdlCsFXHLDDHBSLyq4BkQ6gZ
Tecrübe Konuşuyor - Hüsnü Güreli ｜ 20.03.2020,"devralması Türkiye'de bir tek online platformda alışveriş sitesi yöneten bir şirket, isim vermiyoruz herhalde programda, Çin'in en büyük şirketi tarafından satın alındı. 1 milyar dolar değer üzerinden %80'i satıldı. Ama ondan sonra bu 2 sene önce oldu tahmin ediyorum. Ondan sonra da bir hareket yok. Tabi Türkiye'nin kendi içinde ihtiyaçlara binaen diyelim ufak tefek birleşmeler var. Yurt dışından daha önce gelmiş yabancı sermayeli şirketlerde bazı hisse alışverişlerini ve değiş tokuşlarını görüyoruz. Ama onun dışında son işte dediğim gibi borsada da büyük şey yok. Biliyorsun private equity dediğimiz bu fonlar Türkiye'de genelde bu bir senin işin tabi bir koza gibi ipek böceğindeki doğuyor ve ölüyor. Yani giriyor burada bir yatırım yapıyor 5 sene sonra 7 sene sonra maksimum bu bitmek zorunda. Bu hayat bitiyor ve çıkıyor. Ne yapıyor? Tekrar birine satmak zorunda. Ya başka bir özel sermayelik konuda satıyor. Ya da başka bir stratejik yatırımcıya satıyor. Yatırımcıya satıyor. Stratejik yatırımcıya satıyor. Şimdi son 2 senedir evet İstanbul borsasında yine isim veremeyeceğiz ama New York değil galiba Londra borsasında halka açarak bu işlemi yaptılar. İki tane oldu İstanbul'da ve Londra borsasında halka açarak exit yani çıkış yaptılar. Krizin başladığı kurun oynamaya başladığı Temmuz Ağustos aylarından bu yana da Halkars pek olmadığı bir iki tane teknoloji şirketi şey yapıldı. Oldu maalesef. O yüzden bu kurumsal finans hayatının yavaşlaması herhalde sizin gibi denetim, mali, müşaviri firmalarının hayatlarını çok etkiliyor. Ben kurumsal finansman departmanını kurmadım özellikle bilerek çünkü çok büyük bir yatırım gerektirdiği için hep iş geldikçe biraz da outsource ettim, proje bazında çalıştım ama bizde işte bir 3-4 tane kapanış oldu bizim ortaklar bunu yaptılar, başardılar. Vergi konusunda son yıllarda çok düzenleme yapıldı. Çok düzenleme yapılması vergi istikrarını bozuyor mu sence? Kesinlikle. Ben bir 10 sene kadar vergi konseyinde çalıştım. O 50 kişilik bir kuruldu. 9 tane yeminli müşaviri vardı. Onlardan bir tanesi bendim.",https://www.youtube.com/playlist?list=PLCi3Q_-uGtdlCsFXHLDDHBSLyq4BkQ6gZ
Tecrübe Konuşuyor - Hüsnü Güreli ｜ 20.03.2020,"Bir maliye bakanımız tarafından seçilmiştim. O zaman bu yasa değişikliklerini özel sektör, şirketler birlikte çalışarak bakanlığa sunuyorduk teklif olarak, öneri olarak. Bakanlığımız da uzun uzun tabii tetkikten sonra kanun yapma yetkisi siyasi iradede olduğu için onlar da hayata geçiriyorlardı. Yani burada mesela en kapsamlı düzenleme en son kurumlar vergisi düzenlemesiydi. O gerçek anlamda bir kanunun tamamının yeniden yazılmasıydı. Ve mesela o kanun, o kurumlar vergisi çok fazla değişmedi. İhtiyaca hitap etmiş oldu. Ama ondan sonra maalesef tekrar hazinenin belki finansal ihtiyaçları, belki gereksinimler, belki dolaylı ve dolayısız vergiler arasındaki korrelasyonun oranın bozulması nedeniyle ve bu dolayısız vergilerin %80 mertebesine çıkması nedeniyle bazı değişiklikler yapılması gerekli oldu. Ama vergi kanunlarındaki istisnaların bazılarının önemli bir kısmının kaldırılmasının etki analizi çok iyi yapıldıktan sonra kaleme alınması ve hayata geçirilmesi zorunlu olduğuna inanıyorum. Kimse istemez vergi yasalarının bu kadar hızlı değişmesini. Özellikle yerli yatırımcıda, yabancı yatırımcıda bir istikrarı ister biliyorsun yani. Kimse vergi vermeye esasında karşı değil, birazcık bunu bütçeleyebilmek ve öngörebilmek istiyor. Çok sık değişmesi de söylediğim gibi bu istikrarı bozuyor. Teknolojik gelişmeler, dijitalleşme, otomasyon, denetim ve mali müşavirlik konuları nasıl etkiliyor? Şimdi buna bizim gibi meraklı olan firmalar bu konuda 2-3 yıldır çalışma yapıyorlar. Tabii dijitalleşme dediğimiz dijital çağ, 4.0 vs. bu endüstrideki otomasyonun hızlanması, verimliliğin arttırılması bizim mesleğimizi de etkileyecek diyerek, görerek biz yönetim kurulu olarak, ortaklar olarak bir karar aldık. Ve 3 senedir bizim bünyemizde zaten bir 10 civarında bilgisayar mühendisi, yazılım mühendisi ve bilgi yönetim sistemlerinden mezun olan arkadaşlarla birlikte bir ekibimiz var. BDDK'dan izin alan 6 firmadan biriyiz, SPK'dan izin alan 7 firmadan biriyiz. Bilgi sistemleri denetimi konusunda. Ben mesela şunu gördüm, öngördüm. 20 sene sonra bizim meslekler yok olacak. O nedenle bizim bu büyük data, makinelere yaptığımız, yaptırdığımız derin öğrenme, öğretme ve robotik konularında gerçekten çok yoğun bir şekilde çalışıyoruz. Yaptığımız işin maliyetini de düşürebilmek açısından 3",https://www.youtube.com/playlist?list=PLCi3Q_-uGtdlCsFXHLDDHBSLyq4BkQ6gZ
Tecrübe Konuşuyor - Hüsnü Güreli ｜ 20.03.2020,"senedir çok yoğun bir biçimde yapay zekayı kullanarak ve manuel yapılan, elle yapılan işleri biliyorsun dünyada artık müthiş bir firma ismi vermeyeceğim ama hani geçenlerde 5 veya 50 milyon dolara kurulan bir firma Amerika'da 8 milyar dolara çıktı değeri sadece işi bu Robotics. Yani elle yapılan işleri robotlara yaptırıyorlar, çeşitli algoritmalar yazdırarak yaptırıyorlar. Sizde el ve çarşaf kağıt var. Bizde el ve çarşaf kağıdından biz zaten 20 senedir geçtik. Biz şu anda CAP diye bir bilgisayarlı denetim programı kullanıyoruz. Bizde el yok, çarşaf yok, manuel hiçbir iş yok. Biz uzaktan erişimli denetim yapabiliyoruz. Bunu 20 yıl önce kendi şirketim için yazdırmıştım bir yazılım firmasına. Ondan sonra hala bizim ekip onu kullanıyor. Bizde o iş biraz artık şeye döndü, teknolojiye döndü. Teknoloji denetiminden bahsettim. Benim de en son icra görevimi olan şirkette sizin şirketinizle çalışmıştık, teknoloji denetimi almıştık. Bu konuda büyük beklentilerim vardı hatırlıyorum ilk kurduğumda da. Bilhassa halkı açık şirketlerin mecbur olacağı büyük şirketlerin nasıl gelişti pazar? Vallahi İlmi'cim bilgi sistemleri denetimi yani kurduğun bilgi sistemlerinin güvenliği meselesidir. Basit dilde anlatırsak. Bunun işte devamlılığı, sürdürülebilirliği, şeffaf olması, dikkatli bir şekilde bunun test edilmesi, bizim yaptığımız bilgi sistemleri yani IT denetimi yetkisi dediğimizde bu. Bu bilgi sistemleri denetimi bizim beklediğimiz şekilde Türkiye'de hızlı bir gelişme göstermedi. Ancak devletimizin yaptırımlı mecburiyetlerinden sonra bir noktaya geliyor, yavaş yavaş geliyor. Evet, teknoloji denetimini konuştuk, mali denetimin otomasyona döndüğünü konuştuk. Tabii bir de müşavirlik konuları var. Mali müşavirliği, hukuk müşavirliği, vergi müşavirliği. Ben hatırlıyorum bunu 15 sene önce seninle böyle bir piyasa turu yaparken bana demiştin ki, ikimizin bindiği uçak düşse 2 milyar dolar sırla gideriz. Şimdi biraz şahsi bir iş değil mi bu? Yani sürdürülebilirliği şahıslarla kayıp değil mi? Senden sonranın olması için şirkette neler yapıyorsun? Türkiye'deki ilk ve tek modelim. Bununla iftar ediyorum, övünüyorum. 30 sene önce bir model kurdum Hilmi'ciğim. Gerçekten çok",https://www.youtube.com/playlist?list=PLCi3Q_-uGtdlCsFXHLDDHBSLyq4BkQ6gZ
Tecrübe Konuşuyor - Hüsnü Güreli ｜ 20.03.2020,"kurumsal bir model kurdum. Benim 15 tane ortağım var. Hepsine hisselerimi %51 kontrol hissesini tuttuktan sonra bakiyesini dağıttım. Mülkiyet ortaklığına 12 senede gelebiliyorlar. Ondan önce kar payı primli hisse onlara verdim. Herhangi bir ortak vefat ettiği zaman onun ailesine, çoluğuna, çocuğuna 15-20 sene boyunca bakacak bir ortaklar arası 70-80 sayfalık bir sözleşme yaptım. Şirket o kadar kurumsal bir hale geldi ki, örnek veriyorum. Bizim şirketimizin yıllık 400 çalışanıyla kapasitesi 200 bin saat olması gerekir iken şu anda 300 bin saat. Herkes burada kendi şirketi gibi çalışıyor. Benim randevularım ancak beni isteyen, görmek isteyen, icra kurumunda bir şey tartışmak isteyen şirketlerle muhatap oluyorum. 2500 civarında şirkete bakıyoruz. Ama bu 15 tane ortak, o kadar kurumsal bir yapı var ki hepsinin belirli birer hissesi var. Şöyle basit bir örnek vereyim. Kızım ekonomi okudu Amerika'da. Oğlum ekonomi muhasebe denetim okudu Amerika'da. Ernst Young'da çalıştı 5 sene. İsim verdik. Neyse. Sonra bizim şirkete geldi. Her ikisi de 10 senedir bizim şirkette çalışıyorlar. Tabii bizde yeminli mali müşaviri olmayan hiç kimse şirkete ortak olamıyor. Bir kere birinci prensip. Bu kanunen. Fakat ben öldükten sonra benim ailemden olan çocuklarıma ancak %28 hisse intikal edecek. Normalde eşim 25, miras hukuku, diğeri 75. Değil mi? Hayır. Ben böyle yapmadım. O 80 sayfalık sözleşmeyle öyle bir kurumsal hale getirdim ki benim de bütün istediğim bu şirketin, Güreli şirketinin ömür boyu yaşaması, rahmetli babacığımın da ismini, babadan da gelen, tevarüz eden bir iş, Nurhan Bey'in de yazsın. Bu şirketi bu şekilde yaşatmak istiyoruz. Bu 15 ortak bunu götürecekler. Hatta kar payının dağıtımında bana %30'lar civarında bir para da gelse bununla çok mutluyum. Bu kurumsallaşmadan dolayı da kendimi gerçekten mutlu hissediyorum. Peki hemen Beşiktaş'a geçelim. Akıllı adam niye bir futbol takımının yönetim kuruluna girer? Niye sıkıntıdaki bir dönemde fiili başkanlık yapar? Yani Serdar Bilgili kardeşim başkanken, ikinci başkan veya başkan vekiliydim.",https://www.youtube.com/playlist?list=PLCi3Q_-uGtdlCsFXHLDDHBSLyq4BkQ6gZ
Tecrübe Konuşuyor - Hüsnü Güreli ｜ 20.03.2020,"İkinci başkandım. Ama etras gündemde mali yükselme dönemi veya mali toparlanma olduğu için de fiili başkan gibi daha ön plandaydın. O dönemi nasıl değerlendirirsin? Neden girdin? Sen de ne izler bıraktın? Ne tecrübe edindin? Şu anda herhangi futbol kulübünde yönetime girmek isteyenlere ne dersin? İlmi'cim bu hayat şöyle tesadüflere bağlı başladı. Ben rahmetli bizim kulübün başkanlığını yapan Mehmet Üstünkaya'nın hem mali müşaviriydim hem de müşahsıya Allah doğru içinde yazsın rahmetli. Ta onun başkanlık döneminden itibaren fahri olarak Beşiktaş kulübüne danışmanlık yapıyordum. Sonra 94 yılında yine rahmetli Süleyman abiyle tanıştık ve bana sormadan 96 yılında beni yönetime yazmış ama sormadan. Benim de geçmişte Süleyman abiyle bir iki sene danışmanlık dönemim vardı. Böyle girdik sonra Serdar Başkan'la orada tanıştık. Sonra biz 2000 yılında müthiş bir program yazarak bir internet sitesi açarak çok çağdaş ve modern bir öngörüyle Beşiktaş'ın yönetimine talibiz dedik 2000 yılında. 19 kişilik yönetim kurulunda severek çalıştım. Çok güzel anılarımız oldu, çok iyi arkadaşlıklarımız oldu, dostluklarımız oldu ve biz o dönemde Beşiktaş'ın borcunu da belli bir miktardan belli bir seviyeye indirdik. Şu anda zaten yönetici olabilmek kulüplerin bir iki sene sonrayı görmeleri mümkün değil. Bununla yetinmedin, bu kadar akıllı başlı insansın, birçok insanın sırdaş danışmanısın. Futbol Federasyonu'nda da yönetime girdin. Futbol Federasyonu'nda yönetime girmek neden icap etti? 2011 yılında Mehmet Ali Aydınlar kardeşimle o çok ısrar etti, rica etti. Onun üzerine girdim, bir sene çalıştık. O sırada 3 Temmuz süreci oldu. Sonra Mehmet Ali Bey başkanlığı bırakınca, ben de orada bir aylık başkanlık yaptım bizim yasal statüye göre. Sonra ayrıldık. Ayrıldıktan sonra 2015 Haziran ayında bu sefer Yıldırım kardeş benden rica etti. Tabii bunlar çok yoğun baskılar şeklinde geliyor. Yani dostluklar, hatır, gönül o kadar şey söyleniyor ki bir anda kıramayacağın noktalarda kendini buluyorsun. Girdik. Işık Üniversitesi'nin mütevelli heyeti başkanlığı yapıyorsun. Üniversitenin gündeminde ne var bu teknolojik değişim çağında? Çünkü",https://www.youtube.com/playlist?list=PLCi3Q_-uGtdlCsFXHLDDHBSLyq4BkQ6gZ
Tecrübe Konuşuyor - Hüsnü Güreli ｜ 20.03.2020,"ben de bu konuyu biraz takip ediyorum. Bilhassa uzaktan erişimle başlayan, üniversitelerin toplumdaki yeri ve yapısı önümüzde çok değişecek deniyor. Belki üniversite eğitimine ihtiyaç bu kadar kalmayacak deniyor. Nasıl hazırlıyorsun üniversiteyi heyetle beraber geleceğe? Hilmi'cim şimdi ben 1969 yılı Işık Sitesi mezunuyum. O nedenle bu görev bize verildi. Görev verildiğinde de tabii görevden kaçış olmaz. 10 yıldır mütevelli heyetinde çalışmaktayken son 2 yıldır veya 3 yıldır başkanlık görevini bize emrettiler diyeyim camiamız. 134 yıllık bizim üniversite çok enteresan biliyorsun. Arkasında hakim güç, aile veya hiçbir sermaye grubunun olmadığı tek sanıyorum vakıf üniversitesi. Yani sen de ben de birer liralık hissiye sahibiz. 83 milyon Türkiye'nin sahip olduğu bir üniversite. Üniversitenin 25. yılını seneye kutlayacağız inşallah. Bizim Amiral Gemimiz Mühendislik Fakültesi. Fakat burada çok önemli, çok değerli hocalarımız var. Biz yaklaşık 15 yıldır bu bilgi sistemleri, bilgisayar mühendisliği, yazılım mühendisliği, bilgi yönetim sistemleri bu dersleri okutuyoruz. Hatta 15 senedir yapay zeka okutuyoruz. 15 senedir makine derin öğrenmesini okutuyoruz. Big data'yı okutuyoruz. Gerçekten biz son 3 senedir öğrencilerimizle kalem kağıt kalktı, tamamen online dijital platformda eğitim yapıyoruz. Ev ödevleri, quizler, sınavlar, her şey artık o şeyin üstünde, platformun üstünde. Dijital platformun üstünde. Tabi Arge Üniversitesi olabilmek için çok büyük paralar harcamak lazım. Bunu sen de biliyorsun. Evet. Yani o biraz kolay bir şey. Ama karşılığı kat kat alınan bir şey. O hak kat. Kaçmanın alemi yok. Yapmayacaksan girme bu işe. Tabi eğitime katkıda bulunuyoruz. Bir tuğla koymaya çalışıyoruz. Hiçbir tarafımız, hiçbir bakışımız, şuyumuz, buyumuz, hiç kimseyle bir birlikteliğimiz yok. Tamamen objektif, bağımsız, Türk eğitimi, öğretimine, üniversite hayatında katkı sunmaya çalışıyoruz. YÖK'le beraber tabi bu çalışmaları birlikte yapıyoruz. Onların da önemli çalışmaları var gerçekten. Çok önemli adımlar atıyorlar. İşte kazandığımız parayı da bir para artarsa 3-5 lira onu da ya laboratuvara harcıyoruz. Ya işte bir ihtiyaç varsa, kalorifer sisteminin bilmem nesi varsa. Büşük lisesinde",https://www.youtube.com/playlist?list=PLCi3Q_-uGtdlCsFXHLDDHBSLyq4BkQ6gZ
Tecrübe Konuşuyor - Hüsnü Güreli ｜ 20.03.2020,"okumuştun. Okudum evet. Arkasından hukuk fakültesine girdin. Hukuk fakültesine girdin. Ama baban mali müşavirdi o tarafa doğru. Babam hesap uzmanıydı. Hesap uzmanıydı. Maliye vekaletinde. Hiç mali müşavirlik yapmadı. 44 sene maliye bakanlığında çalışmış bir insan. Mektebi mülkiyeden mezun. 41 mezunu. 45'te kurula giriyor ve sonra yaş haddinden emekli olana kadar orada çalışıyor. Vergi reform komisyonu. Sen de hukuk okuma rağmen benzer bir. Ben hukuk okurken babam tabi bana dedi ki sen hesap uzmanı ol. Çünkü hem hukukçu hem vergi hukukçusu. Vergi hesap uzmanı olan ve vergiyi bilen insan çok kıymetli olacak. Dedi Allah rahmet eylesin babamın sayesinde. 18 ay fakülteyi bitirdikten sonra evde pijamaları yiyerek ders çalıştım. Dışarıda çalıştım. Muhasebe bürosuna gittim. 18 ay. Sabah 8 akşam 18. Muhasebe öğrendim. 5 sene hesap uzmanlığı yaptıktan sonra özel sektöre geçmek istedim. Çünkü geçinemiyordum. Param yoktu. Yani eve bile dolmuşla değil. Otobüste gidiyordum bazen yürüye. Çünkü bizim o dönemimiz çok enteresandı. 79-80'lerde sen de hatırlarsın. Tabii tabii. Ciddi bir döviz kıtlığı. Tabii 70 sene muhtaç oldunuz. 70 sene bravo. Aynen öyle. Ayrılmak zorundaydım. Zaten başka bir şey yapamazdım. Serbest çalışmak istedim. Sonra bir ara Salih Şamber Hoca ile çalıştım. Hocaya direkt o beni aradı, çağırdı. Birkaç büyük holdingden isim vermeyeyim. Teklif aldım. O zaman 13 bin lira maaş alıyordum. 57 bin lira teklif eden holding oldu. Ama ben serbest çalışıp kendi mesleğimi kurmak istedim. Öyle bir amacım, hırsım vardı. Yani ben demek ki girişimci ve biraz özgürlüğüme düşkün bir insan olduğum için tahmin ediyorum. O büyük ücretleri reddettim. Devletten 13 bin lira alırken Salih Hoca 15 bin lira verdi bana rahmetli. Ama %25 hisse verdi. O kıymetliydi benim için. Ama bir gün hisseleri de bırakıp ceketi alıp çıktın. İzin istedim. Derdi ki arkadaş ben sizin çeyizinizi de yaparım. Özgürlüğünüzü ne zaman istiyorsanız bana gelin söyleyin. Bunun da usulü şudur. Ustana geleceğim. Uslacım",https://www.youtube.com/playlist?list=PLCi3Q_-uGtdlCsFXHLDDHBSLyq4BkQ6gZ
Tecrübe Konuşuyor - Hüsnü Güreli ｜ 20.03.2020,"ben ayrılmak istiyorum. Peştamal kusanacağım. Elini öpüp helallik alacağım. Ayrılacağım. Öyle yaptım ve ayrıldım. Kendi şirketini. Kendi şirketimi bir tane müşterim vardı Hilmi. İtalyan firması. Hayır bir ilaç firmasıydı. İlaç firması. Ondan 5 bin lira ücret alıyordum. Bir şoför, bir sekreter, bir de kiralık. Levent'te 60 metre kare. Ama ne önemlidir o ilk müşteri ne önemlidir? Çok önemliydi tabii. Tek müşteri. Ama masrafım 20 bin liraydı. O şirketten aldığım para 5 bin liraydı. Yani bu programı izleyen gençler varsa sakın vazgeçmeyin. Düşündüğünüzü yapın. Önemli olan başarıya oynamaktır. Para başarının bir fonksiyonudur. Muhakkak gelir. Sonra bir ike bir ike bir ike müşteriler. Sonra bu modeli buldum. En kıymetli hesap uzmanlarına, müfettişleri gelirler, kontrolörlerini aldım ortak ettim onlara hisse verdi. Şimdi ailecekle beraber çalışıyorsunuz. Eşin, çocukların şu anda. Ailede şöyle söyleyeyim. Benim eşim Asuman'ı belki tanırsın. Türkiye'nin en büyük borsanın kraliçesi. Kraliçesiydi, bravo. Asuman Olgun. Asuman Olgun. Deha Menkul Kıymetleri var o zaman. Halkın kraliçesi, evet. Deha Menkul Kıymetleri senelerce bir numarada tutmuş. Pamuk Bank'tan geçmiş, transferi olmuş. Çok iyi hatırlıyorum o yıldır. Evet, ben Asuman'la 1991 yılında tanıştım, 1996 yılında evlendim. Hem Asuman'a borsayı bıraktırdım, hem de bizim bu işlerle ilgilenmemizi şirkette yasakladım. Çünkü bizim için dediğim gibi aileden gelen etik değerler bir numaradaydı. Ama Asuman şimdi sonra tabii kendi bazı işler yaptı. Şu anda haftada bir gün uğrayarak beraber çalışıyor derken şirketin idari işlerinde CEO'luğu üstlendi. Kızım İnsan Kaynakları ve diğer PR direktörlüğü konularında, oğlum Denetim ve M&A gruplarının başında ama hepsi onlar hala çırak. Peki sen ne yapacaksın, nasıl anılmak istiyorsun? Üniversiteyi devam ettirmek istiyorsun, bundan sonra futbolumu adam etmeye çalışacaksın. Bundan sonra ne yapacaksın ki 100 yıl sonra iki torunum var Allah bağışlasın. Torunlar, diğer insanlar seni nasıl hatırlasın istiyorsun? Şöyle istiyorum, futbolla ilgilenmek istemem. Üniversitede 10 yıldır görevi yaptım. Bitirmek üzereyim, bir senem var. Sonra onu gençlere",https://www.youtube.com/playlist?list=PLCi3Q_-uGtdlCsFXHLDDHBSLyq4BkQ6gZ
Tecrübe Konuşuyor - Hüsnü Güreli ｜ 20.03.2020,"bırakmayı arzu ederim. Bunun sonu yok çünkü zaten yaşım 68'e gelmiş, 52 doğumlu bir insan olarak. Her şeyin bir tadı var. Ama şunu başarmak istedim ve başardım. Bu organizasyonu kurumsal yapılanmayı, kurumlaşmayı, paylaşmayı ve bölüşmeyi Allah da yardım etti ve lütfetti. Öyle söyleyeyim sana. Demek içimizde de öyle bir çip varmış doğuştan. Doğuş tecellisi de var, ona da inanırım yani. Varmış demek ki. Böyle bir şirket yarattı. Babasının oğlu, babası bir devlet memuru iken Hüsnü. Bu ailenin makus talihini geçerek böyle bir özel sektör şirketi yarattı ve bizlere bıraktı diyecek benim ortaklarım ve onların torunları. Çünkü bu şirket inşallah yaşayacak yüzlerce sene. Hüsnü Gireyli, iyi ki geldin. Sağ olun. Çok şey öğrendim, çok keyiflidir daima sizinle sohbet etmek. Sağ olun, sağ olun. Efendim, bir şey insan ettiysek affola, tecrübe önümüzdeki hafta yine konuşmaya devam edecek. Sağlıcakla kalın.",https://www.youtube.com/playlist?list=PLCi3Q_-uGtdlCsFXHLDDHBSLyq4BkQ6gZ
